Year,RO Year,FED Id,FED Name,population age 0-4,population age 5-9,population age 10-14 years,population age 15-17,population age 18-19,population age 20-24,population age 25-29,population age 30-34,population age 35-39,population age 40-44,population age 45-49,population age 50-54,population age 55-59,population age 60-64,population age 70-74,population age 75-79,population age 80-84,population age 85+,couple families with 1 child,couple families with 2 children,couple families with 3 or more children,average num of persons per family,private households by household size 1 person,private households by household size 2 persons,private households by household size 3 persons,mother tongue single responses english,mother tongue single responses french,mother tongue multiple responses english and french,knowledge of official languages english only,knowledge of official languages french only,knowledge of official languages english and french,knowledge of official languages neither english nor french,first official language spoken english,first official language spoken french,first official language spoken english and french,first official language spoken neither english nor french,first official language spoken official language minority num,home language spoken single responses english,home language spoken single responses french,population 1 year and over by mobility status 1 year ago movers,populati...over by mobility status 1 year ago migrants 250516AB,populati...obility status 1 year ago internal migrants E5731743,populati... status 1 year ago intraprovincial migrants 9412EDCF,populati...obility status 1 year ago external migrants C5DD2868,canadian citizenship,citizenship other than canadian,population 15+ by generation status 1st generation,population 15+ by generation status 2nd generation,population 15+ by generation status 3rd generation and over,first nations north american indian single identity,métis single identity,inuit single response identity,labour force 15+ by occupation not applicable,labour f...ness finance and administration occupations 2B82C03E,labour f...nd applied sciences and related occupations BF041023,labour force 15+ by occupation health occupations,labour f...pations in art culture recreation and sport E6577C9B,labour force 15+ by occupation sales and service occupations,population aged 15+ by place of work status worked at home,populati... place of work status worked outside canada B2E16A0B,populati...e of work status no fixed workplace address 90CEDF61,populati... place of work status worked at usual place C99B477F,employed...nsportation car truck or van as a passenger 0212B8C0,employed...5+ by mode of transportation public transit B18141EA,employed labour force 15+ by mode of transportation walked,employed labour force 15+ by mode of transportation bicycle,employed...15+ by mode of transportation other methods FC108373
2006,2003,35093,Toronto Centre ,4865,4285,4190,2595,2025,10120,13245,12765,11585,11225,9330,8100,7460,5755,3210,2675,1855,1775,3330,2905,1390,2.7,33625,19265,5860,70040,3440,390,94565,225,20520,2890,110320,3730,1300,2845,4380,89270,1500,24670,7855,4305,3165,3550,100290,17905,50830,21255,32880,785,300,20,1930,14585,5700,3760,6535,15540,6185,720,5280,54435,9445,670,11250,9300,1420
2006,2003,35094,Toronto - Danforth ,5475,4995,5070,3150,2115,6025,7510,9530,9890,10135,8895,7560,6430,4250,3100,2590,1905,1500,4405,4425,1690,2.9,14765,13220,6760,58510,1685,315,81730,110,12435,7435,91800,1750,845,7315,2170,72560,705,14720,3620,1880,1425,1740,91130,10580,39185,19915,27075,825,300,0,1195,10370,4050,2475,6070,13350,4840,265,6185,43595,11905,885,9395,1500,1325
2006,2003,35095,Trinity - Spadina ,3880,3150,3035,2120,1870,11150,17375,15120,11225,8955,7155,6355,5915,4440,3455,2730,1920,1465,4050,2735,1115,2.6,25090,18130,6445,61940,2160,320,84975,80,19070,8725,100820,2275,1110,8650,2825,80760,885,26000,8930,5305,3760,3625,97170,15685,49470,26470,26920,630,215,10,1350,13525,6380,3655,8890,13990,6820,545,5780,56660,10345,870,9425,8580,2510
2006,2003,35096,Vaughan ,11475,11810,11510,6520,3980,9270,9250,11820,14580,14190,11650,8815,8280,5925,4170,2775,1670,1105,8525,13535,5960,3.4,3370,9125,8775,68750,715,200,138635,85,8585,6225,145340,820,1270,6100,1455,107405,235,11135,5845,5005,4875,840,141885,11645,64340,44280,10195,75,140,15,915,18850,5280,2345,1740,18215,3845,155,9770,66795,36460,2280,1630,330,95
2006,2003,35097,Welland ,5670,6255,7355,4640,2890,7025,6150,6540,7450,9075,9080,8395,7550,6085,4355,4180,3150,2125,4555,5745,2440,2.9,11515,15950,7310,88505,7710,445,97435,530,13035,580,103315,7550,155,560,7625,102310,3095,12995,6115,5555,5235,560,108515,3065,15355,20855,56165,1380,875,40,885,9715,2305,3225,1185,16445,2990,340,4885,46670,22980,2030,275,955,550
2006,2003,35098,Wellington - Halton Hills ,6575,7900,8730,5025,3010,5820,4830,6360,8465,10910,9900,7975,7145,5540,3325,2600,1750,1290,5090,7215,3510,3.1,6295,12875,6730,98105,1540,165,101720,20,8355,335,108355,1500,250,335,1625,106125,465,12425,7750,7430,7120,325,107240,3200,15170,19040,53045,490,260,15,550,11535,3675,2875,1805,13050,6220,220,6040,49415,25635,1865,575,1055,380
2006,2003,35099,Whitby - Oshawa ,8595,9300,10905,6615,3905,8495,7375,8940,10640,12930,11680,9455,7920,5345,3530,2945,2050,1450,6645,9510,4015,3.1,7900,13495,8705,113220,2650,185,123230,210,10680,800,131115,2670,360,770,2850,125475,1305,14710,8720,8080,7545,640,130170,4745,26275,25890,54015,965,430,65,1095,15780,5615,3865,2220,17035,4625,215,6445,60660,29260,2185,2680,805,160
2006,2003,35100,Willowdale ,4775,4570,6015,4710,3585,10860,11210,10235,9350,9870,9755,9245,8400,5980,4675,4455,3585,2775,7635,7255,2015,2.9,14565,16075,9225,47230,1390,140,109600,105,11845,7045,117825,1590,2180,6995,2685,68830,760,23730,8355,3750,3115,4600,105130,23465,77660,19450,16055,115,90,0,1900,15890,9910,4285,2815,13435,6040,1015,5305,51940,18100,910,8190,1210,220
2006,2003,35101,Windsor - Tecumseh ,6615,7095,7740,4840,3175,7785,7680,8170,8415,9300,9315,8545,7885,5880,3750,3345,2615,1695,5125,6020,2940,3.0,13285,15300,7665,85380,4350,465,104080,125,12180,1400,111425,4230,820,1315,4635,100305,1210,14220,3845,3065,2830,780,110850,6940,26655,19165,50520,1325,720,0,1605,8695,3015,3945,1165,16250,2240,2370,3730,48580,23260,1655,580,940,565
2006,2003,35102,Windsor West ,7320,7440,7825,4565,3135,9525,8550,9070,9175,9920,8695,7530,6660,5175,4195,3775,2885,2145,5000,5655,3080,3.0,15655,14885,7680,77865,2695,295,107820,195,10085,2570,114360,2540,1265,2500,3175,94375,700,16785,4835,3240,2775,1590,109505,11165,35505,19445,43170,1245,815,0,1905,7605,3935,3475,1285,16225,2235,2925,4185,44365,20935,1645,715,1485,720
2006,2003,35103,York Centre ,5895,6010,6365,3960,2805,7955,7345,7585,8300,9350,9055,7490,6680,4685,4650,4270,3565,2735,6090,6160,2445,3.0,10515,12655,8210,42945,910,150,97915,85,7820,6925,103410,1090,1460,6775,1820,62595,335,17500,5275,2280,1965,2995,90325,22420,65845,18465,10190,210,95,0,1310,11360,4585,2945,1535,15215,3550,460,6635,44265,17680,1140,6610,595,235
2006,2003,35104,York - Simcoe ,6595,7785,9635,6035,3485,6535,5705,7220,9315,12080,11300,8720,7205,5465,3380,2840,1755,1275,5290,7515,3115,3.0,7175,13620,7530,103430,1570,185,112350,35,6330,565,117130,1495,120,535,1555,113740,385,12580,7795,7590,7295,205,115970,3310,17175,21190,56890,1310,560,10,870,12205,3165,2755,1405,15850,4520,170,9215,51140,28785,2405,565,680,150
2006,2003,35105,York South - Weston ,7385,7470,7495,4340,2905,7735,8045,7750,8780,9665,8935,7130,5990,4665,4130,3435,2445,1785,4925,5500,2485,3.0,11380,11905,7805,51540,810,115,101365,120,5740,6315,105475,840,1090,6130,1380,70445,295,14645,3350,1665,1445,1685,95505,18030,60715,18820,11585,710,130,15,1440,10835,2495,1945,1180,14975,1840,105,8025,42415,17345,1785,6145,695,240
2006,2003,35106,York West ,7345,7410,7395,4035,2715,8165,7830,7580,8145,8130,6950,5555,4945,4155,3820,2915,1665,825,4870,4525,2785,3.1,6835,9025,6745,40320,535,120,90920,115,4125,8440,93920,705,730,8240,1075,53500,305,16280,4515,2030,1725,2490,82230,21365,62530,13485,5395,200,135,0,1600,8320,2185,1580,785,11385,1345,145,5395,37325,15495,1525,4660,805,230
2006,2003,46001,Brandon - Souris ,4855,4945,5600,3710,2490,6000,5170,5015,4885,6030,6500,5850,5330,4080,3030,2945,2375,2340,2985,3670,2005,2.9,10200,12770,4635,73080,1365,130,78615,30,4140,400,81665,1130,20,375,1145,78385,405,11185,5200,4660,3590,540,80970,2225,4965,10870,51970,3935,2940,10,495,6020,1340,3340,770,12055,6825,195,3945,33665,15505,1180,495,1520,460
2006,2003,46002,Charleswood - St. James - Assiniboia ,3675,4120,5140,3310,2270,5320,4545,4685,4985,6435,6670,6105,5665,4615,3240,2720,2240,1935,3535,4055,1655,2.9,9560,11985,5110,69230,1640,160,72755,55,6895,215,78120,1515,125,170,1575,76720,335,10010,2085,1630,985,460,77800,2125,8955,15100,42925,1370,3580,25,430,9520,3055,3220,1150,11720,2150,140,2980,37745,16925,1195,1650,745,330
2006,2003,46003,Churchill ,7685,7800,8090,4650,2610,5460,4965,5070,5120,5260,4880,4115,3290,2190,1020,675,460,375,1855,2230,2770,3.4,4665,5620,3445,45705,580,60,71665,45,2180,1095,73275,570,65,1070,600,55295,100,9000,3650,3535,2710,115,74435,550,1920,3280,46200,45840,5835,120,1855,3225,1055,1520,360,8490,1220,10,2140,22285,8730,1505,115,2120,135
2006,2003,46004,Dauphin - Swan River - Marquette ,4500,5020,5760,3575,2115,3570,3205,3745,4065,5050,5500,5445,4930,4225,3125,2995,2495,2485,2535,2835,1865,2.9,9335,10655,3700,59970,1630,70,70205,20,3515,250,72240,1505,20,230,1515,69115,410,7055,3905,3760,2930,140,72895,1100,2830,9540,46375,10960,6810,15,580,4135,645,2475,405,8185,8630,100,3425,21660,10065,685,40,1225,255
2006,2003,46005,Elmwood - Transcona ,4470,4850,5445,3400,2050,5280,5505,5540,5365,6310,6365,5525,4760,3330,2505,2215,1760,1310,3290,3515,1515,2.9,8665,10705,5355,61610,1910,140,71235,65,6090,600,75510,1795,95,590,1845,71080,400,10620,1950,1425,875,525,75115,2875,11130,13595,38520,2185,6065,30,660,9580,1980,2260,885,11000,1465,50,3840,36290,16005,1155,2290,815,425
2006,2003,46006,Kildonan - St. Paul ,3880,4580,5525,3580,2275,5090,4220,4495,5055,6420,6980,6575,5490,3915,3125,2845,2415,1910,3655,4610,1855,3.0,8890,10475,5180,57145,995,75,74980,25,5130,680,79035,920,210,650,1020,71590,120,8905,2050,1405,840,645,77580,3230,15570,16965,34340,1800,3205,60,550,9535,2380,3150,1095,10470,2030,140,3435,36780,16890,1280,1445,480,260
2006,2003,46007,Portage - Lisgar ,6080,6470,7160,4270,2560,5145,4605,4900,5235,6295,6400,5610,4760,3775,2655,2465,2085,1990,3040,3870,3350,3.2,7450,10400,4045,56960,3720,180,76285,175,6480,1445,79315,3590,45,1430,3610,71135,1805,9970,5485,4675,3865,815,81355,3030,7730,10030,46860,3225,3430,20,220,5920,1160,3085,685,9160,8315,145,3605,31320,15445,1125,20,1395,540
2006,2003,46008,Provencher ,5850,6490,7535,4615,2695,5315,4515,5010,5575,6940,6865,6035,5235,4340,2600,2085,1430,1320,3405,4605,3530,3.1,5805,10980,4455,56820,9345,355,71780,370,14145,875,77095,9100,105,870,9150,72990,5240,11095,6210,5630,5035,575,83480,3695,8690,10815,47810,2175,6830,15,300,7135,1750,2375,620,9750,6200,180,5765,33230,18240,1385,50,1030,370
2006,2003,46009,Saint Boniface ,4570,4655,5250,3200,2150,5810,5740,5635,5635,6580,6730,6270,5550,4130,2960,2690,2060,1570,3515,4215,1560,2.9,11560,11925,5300,59490,12635,525,62575,775,19750,600,70410,12425,295,570,12570,71435,7160,11575,2745,2120,1275,625,80545,3150,9770,12980,46500,1600,5740,65,525,10365,2925,3255,1360,11375,2380,105,3535,39555,16875,1190,2255,995,630
2006,2003,46010,Selkirk - Interlake ,4770,5750,6985,4230,2520,4615,3790,4585,5620,7435,7550,7155,6610,5335,3585,2685,1870,1680,3405,4370,2295,2.9,8250,12740,4930,74945,1775,185,84490,35,4390,185,87265,1585,85,170,1625,85250,395,7945,5180,4925,4350,260,87525,1580,5250,13270,53065,9505,8190,80,595,6835,1805,3230,615,11035,5715,95,5320,33430,17815,1125,90,930,160
2006,2003,46011,Winnipeg Centre ,4850,4595,4375,2815,1920,6935,7260,6450,5955,6525,6255,5380,4580,3105,2080,1925,1725,1900,2255,2175,1405,2.9,16035,10015,4510,51930,1555,190,71410,50,6355,1460,76205,1455,205,1410,1560,62735,485,17715,4235,2300,1115,1930,70240,9035,21220,11045,33170,7855,6055,60,1070,7065,2065,2500,1550,12650,1550,80,3780,34300,11135,1285,4060,2900,875
2006,2003,46012,Winnipeg North ,5105,5685,6180,3735,2365,5630,5240,4945,5130,5980,6175,5820,5210,3485,1935,1720,1495,1270,3090,3620,2030,3.1,7335,7585,4895,50110,880,110,73375,75,3765,1445,76270,765,210,1410,870,61600,155,12205,2455,1355,865,1095,72455,6200,21370,12270,28085,7455,7190,50,755,7670,1700,2570,755,10780,980,110,3335,34030,14500,1495,2145,655,380
2006,2003,46013,Winnipeg South ,4430,5210,6180,3970,2565,7360,5010,5035,5730,7150,7155,6500,5315,3575,2150,1880,1380,1205,4135,5720,2200,3.1,6130,9985,5425,59150,4210,360,70960,185,11430,890,78150,4170,290,855,4315,70985,2075,10255,2955,1890,830,1060,77195,6275,17365,12540,37745,1225,2930,10,575,9330,4210,3790,1475,11210,2565,180,2860,40780,17960,1145,1930,625,440
2006,2003,46014,Winnipeg South Centre ,3390,3660,4025,2670,1785,6225,6470,5610,5285,5655,5710,5455,5000,3645,2795,2825,2585,2620,2680,3080,1375,2.8,14615,12280,4400,62260,1720,95,67215,15,9260,360,74680,1600,205,355,1705,70890,425,13050,3050,2070,715,975,72995,3850,12095,15095,38605,1505,3010,10,520,8100,3555,3680,2225,10465,2545,140,3165,37250,14360,1000,2645,1540,720
2006,2003,47001,Battlefords - Lloydminster ,4890,4950,5390,3680,2305,5100,4335,4010,3965,5130,5475,4960,3945,2955,2400,2040,1570,1555,2320,2790,1880,3.0,7290,9525,3775,61220,960,90,67675,15,2520,120,69390,805,15,120,815,67075,145,10050,5140,4950,3450,185,69695,635,1900,9660,43515,9825,3340,30,465,4785,820,1960,495,8500,6510,55,5410,24480,13190,1250,40,1180,130
2006,2003,47002,Blackstrap ,3665,4085,4890,3415,2270,6080,5030,4135,4135,5765,6145,5715,4570,3475,2875,2635,2145,2130,2595,3405,1915,2.9,9545,11850,4255,65265,1140,75,70560,40,4565,200,74075,995,95,200,1045,72215,225,11620,4110,3800,2585,310,73620,1750,5960,13090,43645,1690,2025,30,285,6725,2640,2995,1075,10055,3985,135,3240,33765,15510,1170,470,935,540
2006,2003,47003,Desnethé - Missinippi - Churchill River ,6625,6560,7115,4305,2525,4725,3915,3960,4125,4405,4155,3750,3260,2500,1515,1175,745,610,1620,1725,2075,3.4,4360,5785,2880,41215,945,45,64820,10,1915,905,65890,825,50,885,855,49575,150,7680,3740,3685,2930,50,67475,180,890,4380,42060,33200,11085,25,1605,2780,665,1190,320,5915,2965,15,2980,16105,6760,790,40,1240,115
2006,2003,47004,Cypress Hills - Grasslands ,3060,3405,3995,2820,1645,3055,2745,2800,3035,4300,5235,4880,4040,3340,2705,2605,2080,2120,2040,2555,1490,2.8,7680,9670,2800,50335,1815,80,55950,40,3330,275,57610,1660,50,275,1685,55135,415,6280,3170,2920,1930,255,59020,580,2060,10450,36665,515,1055,10,175,4050,655,1820,530,6575,11575,35,3175,19505,9615,615,15,1030,150
2006,2003,47005,Palliser ,3285,3375,4020,2860,1800,4590,4145,3675,3780,4820,5275,4920,4165,2990,2635,2480,2215,2265,2205,2840,1310,2.8,9840,9970,3765,57455,1040,95,59660,55,4210,190,62930,970,40,175,990,61515,355,10035,3455,2980,1715,475,62320,1795,4845,11040,37565,1245,1810,10,370,5840,2045,2635,1375,9015,2965,90,2720,28325,12210,1030,350,1325,370
2006,2003,47006,Prince Albert ,4420,4715,5475,3680,2180,4185,3590,3795,4215,5025,5390,5025,4410,3380,2580,2430,2000,1920,2585,2980,1695,3.0,7555,9685,3985,60970,1905,110,65170,25,4385,90,67770,1785,30,85,1795,67215,480,9985,4250,4075,3405,170,68995,675,2380,10035,42625,9125,7980,25,510,5280,1025,2520,510,9690,4585,65,2775,26325,11870,840,60,985,270
2006,2003,47007,Regina - Lumsden - Lake Centre ,3490,3910,4495,3295,2130,4540,4085,3895,3960,5390,5925,5610,4320,2900,1820,1570,1230,1150,2920,3560,1585,2.9,5700,9215,4220,59985,590,35,61980,20,2950,100,64360,535,70,85,570,63540,195,7785,2365,2140,1535,225,64145,910,3075,9220,40915,1900,2210,15,415,8510,2265,2445,805,8845,3590,75,3120,31010,15230,770,410,420,155
2006,2003,47008,Regina - Qu'Appelle ,4300,4530,4975,3200,1925,4205,3970,4030,4150,4975,4840,4650,3950,3090,2275,2135,1575,1375,2170,2460,1325,2.9,7490,9455,3830,58370,530,55,63480,10,2040,130,65055,440,40,125,465,63250,50,9635,3240,3115,2555,120,64745,920,3000,9015,39895,10035,3345,0,530,6305,1315,1775,600,8435,3530,50,3420,25690,12370,860,335,825,230
2006,2003,47009,Saskatoon - Humboldt ,4175,4470,4920,3245,2345,7310,5440,4885,4685,5695,5615,4950,4115,2950,2405,2120,1555,1500,2735,3490,2090,2.9,8965,10790,4150,62260,1970,180,67320,25,6090,375,71525,1800,140,345,1875,69635,665,12970,5385,4445,3165,940,70935,2880,6305,10925,43060,2075,2380,25,370,6600,2685,3455,1155,9380,4950,130,3695,32360,14615,1015,330,1460,760
2006,2003,47010,Saskatoon - Rosetown - Biggar ,4490,4645,5010,3390,2170,4955,4480,4415,4305,5330,5805,5215,4130,2775,2030,1640,1240,1280,2290,2730,1390,2.9,7580,9295,4350,58390,830,50,65585,50,2605,255,67480,720,50,245,745,64670,145,12210,3855,3555,2520,300,66995,1505,4590,8780,40950,7135,4320,35,630,5490,1225,2005,620,9765,3435,70,3810,27635,13035,1235,480,895,490
2006,2003,47011,Saskatoon - Wanuskewin ,4310,4675,5245,3350,2255,5435,4825,4430,4580,5560,5920,5430,4275,3125,2135,1930,1455,1465,2850,3770,2050,3.0,8190,9610,4075,59975,1285,95,67680,40,4075,150,70605,1180,25,135,1195,68690,235,10740,4745,4340,3225,405,70680,1265,4075,9410,44295,3740,3035,0,390,6960,1940,2375,960,9870,4225,75,3870,30900,15155,850,345,1115,475
2006,2003,47012,Souris - Moose Mountain ,3625,3915,4505,2925,1855,3445,3360,3300,3490,4500,4930,4665,3840,3120,2570,2480,1990,2185,2185,2680,1830,2.9,7720,9765,3085,57280,1185,80,59855,10,2110,75,60925,1050,0,75,1050,60730,185,6755,3750,3565,2820,185,61420,630,1850,9810,38330,3270,1485,0,240,4365,800,1970,515,7010,7220,65,4175,22310,11935,955,25,890,140
2006,2003,47013,Wascana ,3965,4225,4900,3145,2135,6660,5650,4575,4690,5880,6090,5360,4500,3120,2465,2215,1790,1565,2815,3440,1635,2.9,10475,10600,4585,63815,1470,115,69605,130,5175,265,73415,1390,125,250,1450,70570,580,12345,3610,3085,1905,525,72550,2630,7240,11050,43795,3570,2135,0,500,8990,2880,2755,1350,10430,2610,120,3545,34850,16150,950,625,1240,520
2006,2003,47014,Yorkton - Melville ,3195,3600,4195,2850,1655,2940,2680,3020,3450,4550,4965,5115,4710,3980,3370,3065,2510,2700,2380,2760,1580,2.8,9100,10930,3330,55190,385,15,63295,0,1480,120,64465,315,10,120,315,63295,40,6355,3540,3490,2755,45,64270,635,2065,12255,39565,4075,1895,0,340,3830,800,2310,640,7110,7475,55,3075,21920,10660,780,50,855,215
2006,2003,48001,Fort McMurray - Athabasca ,7415,7320,7980,4950,3270,7955,8090,7820,7805,8480,8585,7280,5265,3135,1465,1000,680,485,3800,4475,2695,3.1,6705,11130,6255,81575,2965,230,93010,75,6995,340,97110,2805,200,315,2900,91530,965,20950,10490,9680,5050,810,96835,3585,7820,9470,60325,14800,9420,230,580,7690,3890,2015,690,12640,3945,45,8165,43965,18440,3965,3565,1235,105
2006,2003,48002,Calgary East ,6805,6855,7230,4515,2905,8425,8150,8030,8895,10420,10155,7940,6290,4415,2510,1885,1115,700,4200,4455,2295,2.9,9430,13790,7635,78870,1845,235,101035,95,6230,2685,105250,1825,375,2600,2010,89785,380,21535,5130,4065,1390,1060,101885,8165,26235,14985,47985,2150,2985,20,700,12965,3965,2150,1245,16625,2675,135,10355,50755,25810,2855,4050,770,435
2006,2003,48003,Calgary Centre-North ,5320,4815,5355,3770,2720,10590,11150,9540,9025,9375,9620,8320,6125,3930,3475,3230,2445,2275,4325,4205,1550,2.8,17245,18210,7585,89185,1790,285,99855,140,10635,2370,108570,1775,350,2305,1950,100125,540,24680,7760,5980,2135,1775,105420,7575,22950,21035,53570,1395,1695,90,490,13825,8710,3395,2905,16005,4175,315,9040,55185,22330,1740,5370,2995,1605
2006,2003,48004,Calgary Northeast ,10390,9775,9315,5385,3615,10040,11395,11400,10740,10345,9705,8005,6660,4190,1990,1490,965,745,5975,7500,4025,3.2,5575,11130,8030,71690,1705,175,116535,10,5765,6350,120165,1675,635,6185,1990,85275,520,25900,6900,4830,1610,2065,111595,17065,45005,16030,38220,1670,1735,50,755,15280,5725,2865,890,20690,2835,240,10745,59450,29665,2440,4580,515,230
2006,2003,48005,Calgary - Nose Hill ,8730,9015,9555,6120,4000,9415,8745,9990,10885,11970,11720,10005,7350,4275,2450,1890,1070,740,7085,9915,3690,3.1,6845,13000,8620,85510,1520,185,117770,60,9370,3450,125050,1565,655,3380,1890,102785,470,22665,6950,4970,2040,1980,119565,11085,39560,20425,43430,630,1245,10,590,16225,11950,4705,2025,17265,5420,570,7825,61565,28840,1635,5125,595,330
2006,2003,48006,Calgary Centre ,5015,4055,4330,3095,2360,12265,15850,13365,10665,9810,9735,8395,6395,4305,3225,3270,2530,2005,4045,3380,1380,2.7,29950,21475,6685,90225,2480,275,104490,120,14105,2465,115635,2550,655,2345,2880,103725,960,35085,12945,8880,2655,4065,106860,14330,30140,21830,55845,1385,1475,25,610,16085,10160,4185,3845,18145,5390,345,9740,62930,22695,1715,6695,6695,1315
2006,2003,48007,Calgary Southeast ,8050,8190,9160,5780,3605,8515,8360,9260,9810,10900,11260,9410,7220,5050,2885,2120,1480,1225,6220,8275,3200,3.0,8310,15235,8385,105990,1810,230,114600,40,9450,795,122120,1735,280,750,1875,116290,445,22020,6215,4870,1560,1345,118685,6200,19940,20040,59475,945,1485,10,455,16610,8050,3625,2025,16960,6005,310,8535,58875,29360,1865,4185,815,260
2006,2003,48008,Calgary Southwest ,6635,6690,7930,5500,3630,9155,8075,8520,8905,10070,10885,9310,7465,5150,3285,2775,1690,1325,5870,7335,2735,3.0,10250,15985,8300,93485,1580,180,108990,55,9765,1275,116640,1605,645,1195,1925,105035,425,21125,5415,4195,1530,1220,111210,8870,26635,20400,51820,1060,1315,15,580,15605,8480,3870,2220,17210,5165,235,8615,57135,26565,1625,5645,680,370
2006,2003,48009,Calgary West ,9015,8050,8105,5130,3360,8705,8825,10670,10880,11050,11355,9985,7490,4965,3400,3050,2270,2060,6215,8380,3020,3.0,11845,17185,8460,101615,2375,210,117010,50,12430,1190,126700,2345,450,1180,2570,115370,885,24465,7715,5565,2165,2155,120720,9960,27955,22450,55035,850,1560,25,595,15275,10795,5830,2845,14495,6535,530,7635,59845,26900,1730,4890,1135,1135
2006,2003,48010,Crowfoot ,7015,7580,8665,5570,3390,6520,6185,6720,7705,9420,9560,8330,7020,5455,3715,3245,2315,2110,4210,5675,3275,3.0,9525,15815,6045,98340,1065,95,109060,15,3390,355,111505,940,35,345,955,106275,190,17935,10705,10115,8080,590,110325,2490,8470,19120,61920,990,2110,20,260,9960,2650,3475,980,13690,12695,160,9195,42445,23405,1780,135,1645,320
2006,2003,48011,Edmonton - Mill Woods - Beaumont ,8030,7870,8605,5375,3450,9295,9325,8630,8230,9010,9240,8300,6330,3780,1885,1530,925,685,5370,6975,3390,3.1,6285,10980,7250,77160,1975,210,102045,90,7530,2720,107280,1940,505,2655,2195,89775,760,20045,6330,5000,2560,1330,102915,9465,28815,16350,42830,1635,2255,25,540,13455,4960,3865,1245,16010,2625,190,7565,54385,27535,2205,2070,525,250
2006,2003,48012,Edmonton Centre ,4680,4100,4705,3390,2945,12815,12080,9280,8385,9185,9540,8595,6700,4745,4145,4105,3335,3120,3470,3095,1295,2.7,28350,19885,6395,89160,2575,285,105725,175,10475,1705,113350,2560,485,1675,2805,103180,885,28895,10070,7850,3935,2215,109415,8660,24650,21590,58415,3635,4410,125,645,13575,5140,4220,2670,18335,3580,200,8945,57010,23595,2165,4785,3660,1145
2006,2003,48013,Edmonton East ,7270,7220,8030,5065,3375,9955,9395,8785,9145,10375,10535,8750,7360,5775,4440,3475,2370,1805,4700,5280,2395,2.9,15060,16290,7965,82810,2375,200,114600,160,7160,4345,119280,2170,560,4250,2450,102325,750,23055,6575,5380,2295,1195,118810,7445,31205,22640,49875,4470,4975,90,820,12485,3955,3165,1295,18640,2365,280,9585,53705,26345,2305,3660,990,395
2006,2003,48014,Edmonton - Leduc ,7075,6930,7735,5200,3345,8865,8130,7885,8265,9205,9450,8865,7245,5265,3375,2665,1900,1475,5660,7135,2975,3.0,9600,15130,7545,86345,2055,160,104875,70,10000,1365,112360,2040,565,1345,2320,100845,600,21780,8025,6715,3765,1310,109490,6815,25290,20335,48945,985,1775,40,545,13190,6855,5420,1850,14255,4695,300,6095,55145,27750,1960,1495,740,340
2006,2003,48015,Edmonton - St. Albert ,7685,8050,9055,5865,3780,9145,8300,8265,8865,10640,10760,9415,7805,5225,3445,2695,1865,1495,5555,7390,3510,3.0,8770,15080,8175,97015,3145,210,113855,85,10085,1280,120955,2920,190,1240,3015,112100,935,19285,7300,6740,4300,565,121495,3805,21800,21525,57220,2360,3180,115,560,14195,4745,4650,1480,18135,3345,295,8685,57830,29790,2105,1860,685,270
2006,2003,48016,Edmonton - Sherwood Park ,7645,7930,8705,5605,3725,9005,7895,8170,8775,9855,10060,8590,7485,5215,2440,1650,1090,875,5140,7290,3085,3.0,7540,14295,7740,98480,2195,215,107765,80,7815,840,113475,2040,180,795,2130,108820,710,19320,7505,6900,4695,600,112655,3845,15160,18105,58970,1570,2855,35,430,14015,4540,4195,1395,16365,3390,240,7725,55860,28365,2160,1875,670,285
2006,2003,48017,Edmonton - Spruce Grove ,8095,8325,9420,6160,3955,9705,8785,8715,9090,10595,11250,9690,7920,5365,3035,2290,1515,1035,5570,7485,3490,3.0,9180,16055,8365,104985,2155,160,119310,25,7850,1025,125000,1970,235,1000,2085,117160,410,22605,9780,9060,6035,725,123015,5195,19775,20300,62260,3580,3525,65,440,14615,5010,5040,1845,17595,4725,250,9315,59240,30950,2655,1455,815,230
